	TCGA.OR.A5J1.01A	TCGA.OR.A5J2.01A	TCGA.OR.A5J3.01A	TCGA.OR.A5J5.01A	TCGA.OR.A5J6.01A	TCGA.OR.A5J7.01A	TCGA.OR.A5J8.01A	TCGA.OR.A5J9.01A	TCGA.OR.A5JA.01A	TCGA.OR.A5JB.01A	TCGA.OR.A5JC.01A	TCGA.OR.A5JD.01A	TCGA.OR.A5JE.01A	TCGA.OR.A5JF.01A	TCGA.OR.A5JG.01A	TCGA.OR.A5JI.01A	TCGA.OR.A5JJ.01A	TCGA.OR.A5JK.01A	TCGA.OR.A5JL.01A	TCGA.OR.A5JM.01A	TCGA.OR.A5JO.01A	TCGA.OR.A5JP.01A	TCGA.OR.A5JQ.01A	TCGA.OR.A5JR.01A	TCGA.OR.A5JS.01A	TCGA.OR.A5JT.01A	TCGA.OR.A5JV.01A	TCGA.OR.A5JW.01A	TCGA.OR.A5JX.01A	TCGA.OR.A5JY.01A	TCGA.OR.A5JZ.01A	TCGA.OR.A5K0.01A	TCGA.OR.A5K1.01A	TCGA.OR.A5K2.01A	TCGA.OR.A5K3.01A	TCGA.OR.A5K4.01A	TCGA.OR.A5K5.01A	TCGA.OR.A5K6.01A	TCGA.OR.A5K8.01A	TCGA.OR.A5K9.01A	TCGA.OR.A5KO.01A	TCGA.OR.A5KT.01A	TCGA.OR.A5KU.01A	TCGA.OR.A5KV.01A	TCGA.OR.A5KW.01A	TCGA.OR.A5KX.01A	TCGA.OR.A5KY.01A	TCGA.OR.A5KZ.01A	TCGA.OR.A5L3.01A	TCGA.OR.A5L4.01A	TCGA.OR.A5L5.01A	TCGA.OR.A5L6.01A	TCGA.OR.A5L8.01A	TCGA.OR.A5L9.01A	TCGA.OR.A5LA.01A	TCGA.OR.A5LB.01A	TCGA.OR.A5LC.01A	TCGA.OR.A5LD.01A	TCGA.OR.A5LE.01A	TCGA.OR.A5LG.01A	TCGA.OR.A5LH.01A	TCGA.OR.A5LJ.01A	TCGA.OR.A5LK.01A	TCGA.OR.A5LL.01A	TCGA.OR.A5LM.01A	TCGA.OR.A5LN.01A	TCGA.OR.A5LO.01A	TCGA.OR.A5LP.01A	TCGA.OR.A5LR.01A	TCGA.OR.A5LS.01A	TCGA.OR.A5LT.01A	TCGA.OU.A5PI.01A	TCGA.P6.A5OF.01A	TCGA.P6.A5OG.01A	TCGA.PA.A5YG.01A	TCGA.PK.A5H8.01A	TCGA.PK.A5H9.01A	TCGA.PK.A5HA.01A	TCGA.PK.A5HB.01A
cg15041659	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.04	0.04	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.04
cg14271400	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.02	0.03	0.03	0.04	0.02	0.04	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.04	0.03	0.02	0.03	0.05	0.04	0.03	0.03	0.04	0.03	0.04
cg17051623	0.05	0.05	0.04	0.04	0.06	0.04	0.04	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.03	0.04	0.05	0.04	0.04	0.05	0.05	0.03	0.04	0.05	0.03	0.03	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.05	0.03	0.06	0.05	0.05	0.04	0.04	0.1
cg26991199	0.06	0.03	0.04	0.04	0.07	0.04	0.03	0.05	0.09	0.04	0.05	0.05	0.07	0.07	0.04	0.05	0.04	0.03	0.06	0.04	0.05	0.05	0.04	0.05	0.08	0.04	0.04	0.04	0.05	0.05	0.04	0.06	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.07	0.04	0.41	0.04	0.03	0.05	0.05	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.03	0.04	0.04	0.06	0.05	0.04	0.09	0.04	0.08	0.06	0.05	0.04	0.06	0.13	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.05	0.04	0.06	0.04
cg02641560	0.1	0.05	0.05	0.04	0.07	0.05	0.07	0.19	0.05	0.05	0.17	0.48	0.03	0.05	0.06	0.09	0.05	0.06	0.05	0.05	0.05	0.05	0.05	0.04	0.05	0.06	0.04	0.04	0.04	0.04	0.05	0.06	0.05	0.04	0.1	0.04	0.04	0.04	0.04	0.06	0.04	0.05	0.05	0.03	0.04	0.05	0.06	0.05	0.04	0.05	0.09	0.06	0.06	0.05	0.05	0.04	0.04	0.14	0.08	0.05	0.04	0.04	0.04	0.06	0.06	0.04	0.08	0.05	0.05	0.08	0.05	0.05	0.1	0.04	0.05	0.04	0.05	0.03	0.05
cg06377278	0.14	0.01	0.01	0.01	0.01	0.68	0.64	0.01	0.04	0.02	0.01	0.01	0.38	0.02	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.48	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.94	0.02	0.76	0.01	0.01	0.77	0.01	0.01	0.81	0.01	0.01	0.01	0.01	0.01	0.62	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.05	0.01	0.83	0.01	0.01	0.01	0.02	0.35	0.47	0.01	0.01	0.12	0.01	0.01	0.01	0.06	0.02	0.02	0.48	0.01	0.01	0.01	0.57	0.01
cg22737001	0.28	0.05	0.71	0.05	0.07	0.76	0.34	0.4	0.17	0.08	0.33	0.06	0.6	0.05	0.1	0.07	0.09	0.05	0.05	0.38	0.08	0.5	0.09	0.05	0.18	0.06	0.31	0.05	0.05	0.05	0.04	0.46	0.06	0.73	0.17	0.04	0.77	0.07	0.06	0.24	0.29	0.06	0.07	0.06	0.06	0.21	0.13	0.08	0.06	0.07	0.04	0.07	0.06	0.05	0.06	0.61	0.15	0.86	0.05	0.06	0.04	0.09	0.08	0.08	0.06	0.03	0.15	0.06	0.06	0.12	0.1	0.08	0.2	0.38	0.05	0.04	0.11	0.13	0.5
cg05670408	0.05	0.05	0.05	0.05	0.06	0.06	0.04	0.05	0.04	0.05	0.05	0.05	0.06	0.06	0.06	0.05	0.05	0.05	0.05	0.04	0.05	0.05	0.04	0.05	0.05	0.05	0.05	0.04	0.04	0.05	0.05	0.06	0.04	0.05	0.05	0.04	0.05	0.06	0.04	0.04	0.04	0.05	0.05	0.05	0.08	0.04	0.06	0.05	0.04	0.04	0.04	0.05	0.05	0.05	0.05	0.05	0.05	0.04	0.06	0.04	0.04	0.05	0.05	0.06	0.05	0.04	0.04	0.06	0.06	0.04	0.04	0.04	0.05	0.33	0.04	0.06	0.04	0.04	0.04
cg21187265	0.09	0.1	0.05	0.07	0.1	0.49	0.12	0.15	0.08	0.13	0.32	0.1	0.26	0.07	0.13	0.12	0.19	0.15	0.09	0.11	0.1	0.06	0.13	0.11	0.07	0.08	0.1	0.06	0.09	0.27	0.91	0.1	0.09	0.19	0.44	0.91	0.17	0.07	0.07	0.1	0.07	0.09	0.08	0.3	0.06	0.59	0.39	0.18	0.08	0.06	0.1	0.12	0.07	0.19	0.08	0.06	0.08	0.2	0.14	0.09	0.09	0.07	0.14	0.08	0.24	0.09	0.21	0.1	0.1	0.07	0.08	0.09	0.14	0.15	0.11	0.64	0.09	0.84	0.51
cg03100146	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.05	0.05	0.04	0.03	0.04	0.04	0.04	0.05	0.04	0.05	0.04	0.04	0.04	0.05	0.05	0.04	0.04	0.04	0.05	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.03	0.04	0.03	0.05	0.03	0.03	0.06	0.04	0.05	0.04	0.03	0.04	0.04	0.05	0.05	0.03	0.04	0.04	0.05	0.03	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.05	0.12	0.04
cg17385674	0.04	0.04	0.16	0.26	0.08	0.76	0.33	0.58	0.22	0.04	0.62	0.05	0.44	0.07	0.82	0.44	0.29	0.1	0.05	0.13	0.06	0.57	0.07	0.19	0.05	0.06	0.1	0.58	0.1	0.16	0.08	0.47	0.08	0.55	0.32	0.04	0.32	0.07	0.11	0.3	0.2	0.07	0.39	0.36	0.05	0.59	0.66	0.07	0.06	0.19	0.13	0.17	0.09	0.44	0.05	0.8	0.14	0.19	0.17	0.08	0.11	0.17	0.55	0.05	0.78	0.21	0.86	0.5	0.07	0.3	0.21	0.11	0.27	0.07	0.11	0.84	0.15	0.43	0.83
cg22395192	0.03	0.03	0.03	0.03	0.03	0.65	0.08	0.03	0.03	0.03	0.03	0.03	0.39	0.02	0.04	0.03	0.02	0.04	0.03	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.72	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.03	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.78	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.03	0.04	0.03	0.04	0.03	0.04
cg15076659	0.08	0.15	0.08	0.09	0.11	0.07	0.06	0.08	0.1	0.06	0.13	0.09	0.78	0.08	0.08	0.09	0.13	0.09	0.12	0.11	0.12	0.08	0.11	0.07	0.09	0.1	0.09	0.1	0.1	0.1	0.08	0.93	0.06	0.1	0.08	0.08	0.1	0.15	0.1	0.09	0.07	0.1	0.09	0.06	0.09	0.07	0.11	0.08	0.15	0.07	0.07	0.12	0.09	0.07	0.11	0.1	0.11	0.06	0.09	0.13	0.07	0.08	0.08	0.17	0.11	0.08	0.09	0.14	0.1	0.08	0.06	0.1	0.15	0.06	0.08	0.08	0.05	0.1	0.05
cg22421699	0.18	0.15	0.07	0.26	0.1	0.74	0.12	0.74	0.1	0.1	0.25	0.06	0.15	0.08	0.08	0.41	0.28	0.1	0.07	0.1	0.09	0.26	0.09	0.09	0.49	0.07	0.09	0.71	0.09	0.06	0.06	0.13	0.08	0.46	0.11	0.11	0.13	0.32	0.79	0.1	0.13	0.11	0.09	0.07	0.07	0.07	0.21	0.1	0.06	0.09	0.11	0.09	0.08	0.08	0.1	0.09	0.1	0.39	0.08	0.08	0.08	0.11	0.08	0.06	0.08	0.1	0.77	0.09	0.1	0.12	0.09	0.7	0.15	0.08	0.08	0.08	0.1	0.28	0.07
cg00605270	0.24	0.04	0.04	0.17	0.17	0.67	0.28	0.73	0.15	0.05	0.12	0.07	0.24	0.05	0.76	0.21	0.27	0.1	0.05	0.07	0.08	0.24	0.07	0.06	0.67	0.06	0.05	0.63	0.04	0.04	0.05	0.07	0.05	0.47	0.1	0.05	0.17	0.17	0.08	0.26	0.23	0.06	0.05	0.04	0.05	0.09	0.19	0.05	0.04	0.05	0.05	0.07	0.06	0.08	0.41	0.09	0.18	0.35	0.07	0.05	0.04	0.04	0.06	0.35	0.11	0.05	0.79	0.06	0.05	0.11	0.49	0.12	0.3	0.06	0.08	0.05	0.05	0.53	0.06
cg13804316	0.19	0.04	0.77	0.07	0.16	0.41	0.51	0.48	0.46	0.06	0.48	0.14	0.69	0.72	0.79	0.28	0.66	0.09	0.09	0.18	0.07	0.28	0.07	0.09	0.1	0.06	0.37	0.73	0.47	0.78	0.13	0.91	0.09	0.77	0.18	0.09	0.23	0.28	0.3	0.42	0.24	0.42	0.11	0.33	0.05	0.68	0.62	0.36	0.08	0.07	0.08	0.18	0.06	0.1	0.05	0.6	0.55	0.84	0.8	0.09	0.05	0.41	0.54	0.26	0.12	0.08	0.73	0.07	0.32	0.73	0.34	0.15	0.38	0.07	0.1	0.15	0.14	0.53	0.78
cg01172735	0.09	0.08	0.06	0.1	0.09	0.11	0.11	0.07	0.11	0.11	0.08	0.08	0.06	0.08	0.42	0.09	0.07	0.11	0.07	0.06	0.1	0.09	0.12	0.07	0.07	0.09	0.1	0.07	0.08	0.08	0.07	0.07	0.07	0.09	0.06	0.09	0.08	0.07	0.09	0.07	0.07	0.11	0.08	0.08	0.09	0.05	0.09	0.07	0.08	0.06	0.1	0.09	0.08	0.08	0.07	0.09	0.07	0.06	0.09	0.08	0.07	0.09	0.11	0.08	0.09	0.09	0.07	0.09	0.09	0.06	0.07	0.06	0.07	0.09	0.09	0.07	0.08	0.05	0.44
cg09837361	0.12	0.09	0.09	0.24	0.11	0.49	0.2	0.62	0.49	0.2	0.41	0.07	0.64	0.66	0.18	0.35	0.5	0.09	0.6	0.22	0.08	0.39	0.08	0.19	0.7	0.08	0.08	0.55	0.44	0.44	0.09	0.16	0.09	0.2	0.11	0.06	0.3	0.2	0.71	0.31	0.27	0.1	0.17	0.12	0.12	0.4	0.49	0.23	0.09	0.19	0.15	0.23	0.15	0.09	0.08	0.44	0.1	0.28	0.27	0.08	0.26	0.14	0.15	0.17	0.29	0.09	0.46	0.06	0.08	0.12	0.09	0.13	0.18	0.09	0.09	0.1	0.1	0.17	0.11
cg19112780	0.03	0.04	0.04	0.04	0.06	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.05	0.05	0.04	0.05	0.05	0.03	0.03	0.05	0.05	0.04	0.04	0.05	0.05	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.21	0.05	0.04	0.05	0.05	0.05	0.04	0.05	0.03	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.08
cg24710886	0.1	0.08	0.09	0.12	0.08	0.08	0.46	0.13	0.16	0.1	0.12	0.09	0.1	0.11	0.21	0.13	0.15	0.09	0.09	0.11	0.08	0.1	0.09	0.1	0.09	0.11	0.1	0.5	0.13	0.09	0.12	0.14	0.11	0.09	0.09	0.13	0.1	0.1	0.22	0.12	0.09	0.08	0.1	0.1	0.09	0.1	0.14	0.12	0.11	0.08	0.09	0.1	0.12	0.1	0.11	0.11	0.13	0.1	0.13	0.1	0.09	0.08	0.22	0.12	0.09	0.11	0.16	0.08	0.1	0.15	0.09	0.1	0.15	0.06	0.08	0.11	0.09	0.11	0.27
cg10773309	0.03	0.03	0.03	0.03	0.03	0.04	0.02	0.04	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.02	0.02	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.02	0.04	0.03	0.03	0.85	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.03	0.02	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.05	0.03	0.04	0.03	0.03	0.03
cg01653445	0.13	0.07	0.08	0.07	0.1	0.45	0.12	0.1	0.29	0.13	0.14	0.08	0.09	0.08	0.07	0.4	0.13	0.09	0.08	0.1	0.1	0.09	0.1	0.07	0.07	0.06	0.11	0.07	0.05	0.08	0.07	0.82	0.07	0.14	0.09	0.06	0.05	0.07	0.22	0.13	0.08	0.19	0.07	0.08	0.06	0.17	0.1	0.11	0.06	0.05	0.08	0.13	0.08	0.09	0.09	0.07	0.07	0.14	0.13	0.06	0.07	0.1	0.46	0.06	0.08	0.08	0.23	0.07	0.08	0.09	0.11	0.07	0.08	0.09	0.11	0.07	0.17	0.07	0.09
cg01154193	0.08	0.1	0.11	0.08	0.11	0.08	0.16	0.1	0.09	0.11	0.09	0.11	0.08	0.08	0.09	0.12	0.1	0.11	0.1	0.09	0.14	0.09	0.09	0.1	0.07	0.09	0.11	0.09	0.09	0.09	0.1	0.09	0.09	0.09	0.09	0.08	0.08	0.1	0.07	0.08	0.09	0.11	0.09	0.09	0.11	0.08	0.09	0.1	0.1	0.09	0.12	0.26	0.1	0.1	0.11	0.1	0.07	0.07	0.1	0.1	0.09	0.09	0.1	0.1	0.1	0.1	0.1	0.09	0.11	0.08	0.09	0.09	0.1	0.13	0.12	0.08	0.1	0.1	0.09
cg14992253	0.06	0.05	0.05	0.06	0.08	0.14	0.09	0.07	0.5	0.09	0.06	0.06	0.05	0.28	0.06	0.07	0.1	0.1	0.09	0.13	0.07	0.06	0.13	0.07	0.06	0.07	0.09	0.07	0.06	0.34	0.07	0.06	0.06	0.07	0.12	0.06	0.05	0.05	0.04	0.05	0.09	0.1	0.06	0.04	0.05	0.04	0.08	0.05	0.08	0.05	0.09	0.05	0.05	0.06	0.08	0.06	0.05	0.04	0.07	0.06	0.09	0.05	0.12	0.15	0.07	0.08	0.77	0.06	0.07	0.07	0.05	0.09	0.06	0.1	0.09	0.05	0.06	0.07	0.06
cg13666729	0.07	0.06	0.1	0.05	0.08	0.07	0.34	0.06	0.07	0.09	0.05	0.06	0.05	0.07	0.06	0.07	0.08	0.08	0.05	0.09	0.08	0.08	0.09	0.06	0.07	0.07	0.06	0.06	0.05	0.06	0.06	0.08	0.06	0.08	0.05	0.05	0.06	0.05	0.05	0.05	0.05	0.13	0.07	0.06	0.07	0.06	0.06	0.07	0.06	0.07	0.07	0.06	0.06	0.06	0.06	0.15	0.06	0.05	0.24	0.05	0.07	0.06	0.07	0.05	0.06	0.08	0.06	0.06	0.06	0.05	0.07	0.07	0.07	0.24	0.06	0.07	0.07	0.06	0.05
cg01620569	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.05	0.03	0.11	0.04	0.04	0.03	0.04	0.04	0.06	0.04	0.04	0.03	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.05	0.06	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.03	0.04	0.04	0.05	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.07	0.05	0.04	0.03	0.04	0.04	0.07	0.1	0.03	0.04	0.05	0.03	0.04	0.03	0.04	0.05	0.04	0.04	0.04	0.03	0.04	0.04
cg22189725	0.06	0.04	0.05	0.04	0.06	0.05	0.06	0.06	0.05	0.06	0.04	0.05	0.07	0.05	0.05	0.05	0.04	0.05	0.06	0.06	0.05	0.05	0.04	0.06	0.05	0.07	0.07	0.05	0.06	0.05	0.04	0.87	0.05	0.05	0.05	0.06	0.04	0.06	0.05	0.06	0.04	0.05	0.06	0.05	0.05	0.04	0.06	0.05	0.05	0.07	0.05	0.05	0.06	0.08	0.07	0.04	0.04	0.62	0.06	0.05	0.04	0.07	0.06	0.06	0.05	0.07	0.06	0.05	0.05	0.06	0.03	0.03	0.04	0.06	0.08	0.06	0.05	0.05	0.05
cg15016234	0.08	0.07	0.07	0.05	0.08	0.07	0.06	0.07	0.08	0.07	0.07	0.06	0.07	0.06	0.06	0.07	0.07	0.07	0.06	0.06	0.09	0.07	0.07	0.07	0.05	0.08	0.07	0.07	0.06	0.07	0.07	0.05	0.07	0.05	0.07	0.06	0.06	0.06	0.07	0.06	0.05	0.06	0.07	0.07	0.07	0.04	0.07	0.08	0.06	0.07	0.07	0.07	0.06	0.07	0.07	0.07	0.07	0.05	0.09	0.06	0.06	0.07	0.05	0.06	0.08	0.05	0.07	0.07	0.07	0.07	0.06	0.06	0.06	0.06	0.08	0.07	0.06	0.06	0.06
cg07070934	0.2	0.04	0.71	0.08	0.04	0.63	0.15	0.44	0.58	0.04	0.33	0.04	0.62	0.04	0.15	0.07	0.3	0.09	0.04	0.81	0.04	0.58	0.05	0.04	0.1	0.05	0.04	0.68	0.32	0.67	0.05	0.1	0.04	0.62	0.14	0.06	0.65	0.11	0.15	0.11	0.13	0.06	0.04	0.04	0.07	0.34	0.41	0.21	0.06	0.04	0.05	0.32	0.44	0.04	0.05	0.06	0.1	0.75	0.5	0.04	0.04	0.05	0.45	0.05	0.31	0.06	0.66	0.05	0.05	0.06	0.04	0.1	0.11	0.22	0.34	0.08	0.05	0.39	0.43
cg19046959	0.16	0.07	0.06	0.06	0.08	0.42	0.12	0.27	0.06	0.08	0.1	0.06	0.16	0.08	0.05	0.09	0.11	0.1	0.07	0.11	0.08	0.22	0.09	0.07	0.06	0.06	0.09	0.06	0.05	0.13	0.07	0.08	0.07	0.23	0.09	0.06	0.08	0.05	0.06	0.07	0.07	0.08	0.06	0.06	0.07	0.04	0.15	0.09	0.06	0.06	0.08	0.07	0.07	0.07	0.08	0.12	0.06	0.3	0.16	0.06	0.06	0.08	0.11	0.06	0.07	0.06	0.51	0.05	0.07	0.1	0.05	0.07	0.07	0.07	0.09	0.12	0.07	0.07	0.16
cg10035922	0.03	0.03	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.04	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.02	0.04	0.03	0.03	0.03	0.04	0.03	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.03	0.03
cg15949277	0.09	0.03	0.05	0.07	0.07	0.07	0.52	0.21	0.27	0.05	0.21	0.04	0.07	0.06	0.06	0.26	0.31	0.04	0.07	0.04	0.06	0.06	0.06	0.07	0.05	0.08	0.06	0.34	0.05	0.04	0.05	0.57	0.06	0.06	0.05	0.05	0.06	0.06	0.07	0.14	0.09	0.07	0.07	0.26	0.05	0.05	0.29	0.13	0.06	0.05	0.04	0.05	0.08	0.06	0.04	0.07	0.08	0.32	0.08	0.04	0.04	0.09	0.04	0.04	0.29	0.06	0.38	0.05	0.06	0.05	0.39	0.57	0.07	0.09	0.05	0.09	0.06	0.05	0.07
cg18891404	0.11	0.11	0.07	0.09	0.11	0.1	0.09	0.09	0.08	0.09	0.06	0.06	0.07	0.09	0.09	0.08	0.09	0.1	0.11	0.09	0.1	0.09	0.12	0.09	0.07	0.1	0.09	0.08	0.09	0.07	0.08	0.09	0.08	0.1	0.08	0.07	0.1	0.1	0.07	0.08	0.09	0.09	0.09	0.09	0.09	0.09	0.1	0.08	0.1	0.1	0.09	0.12	0.09	0.1	0.09	0.09	0.07	0.07	0.09	0.09	0.06	0.08	0.09	0.08	0.11	0.09	0.11	0.08	0.1	0.07	0.11	0.08	0.09	0.09	0.08	0.1	0.1	0.08	0.08
cg12696750	0.1	0.12	0.09	0.5	0.11	0.59	0.11	0.79	0.08	0.11	0.1	0.09	0.13	0.13	0.34	0.1	0.07	0.11	0.12	0.17	0.14	0.22	0.1	0.09	0.11	0.12	0.11	0.1	0.11	0.08	0.1	0.09	0.1	0.25	0.08	0.12	0.17	0.11	0.1	0.14	0.08	0.1	0.1	0.1	0.11	0.11	0.2	0.11	0.14	0.08	0.14	0.13	0.1	0.07	0.1	0.1	0.1	0.8	0.11	0.09	0.1	0.09	0.09	0.1	0.12	0.1	0.6	0.08	0.08	0.08	0.09	0.09	0.12	0.15	0.13	0.08	0.1	0.1	0.12
cg06626655	0.13	0.05	0.06	0.07	0.08	0.12	0.09	0.07	0.04	0.11	0.08	0.06	0.04	0.39	0.05	0.07	0.07	0.09	0.06	0.07	0.11	0.07	0.09	0.06	0.04	0.04	0.11	0.04	0.05	0.07	0.68	0.05	0.05	0.32	0.06	0.04	0.39	0.09	0.04	0.04	0.05	0.08	0.06	0.11	0.04	0.35	0.21	0.05	0.06	0.05	0.08	0.05	0.04	0.41	0.07	0.04	0.07	0.46	0.34	0.04	0.05	0.04	0.06	0.07	0.05	0.07	0.44	0.08	0.04	0.05	0.05	0.06	0.07	0.19	0.08	0.06	0.05	0.06	0.06
cg12339802	0.04	0.04	0.08	0.24	0.08	0.18	0.07	0.19	0.19	0.04	0.22	0.04	0.18	0.04	0.05	0.34	0.31	0.08	0.04	0.05	0.23	0.04	0.04	0.05	0.05	0.06	0.05	0.04	0.04	0.21	0.05	0.05	0.24	0.09	0.05	0.03	0.3	0.05	0.04	0.04	0.04	0.03	0.33	0.07	0.05	0.06	0.17	0.45	0.04	0.05	0.06	0.27	0.04	0.11	0.04	0.05	0.14	0.18	0.04	0.06	0.09	0.05	0.05	0.1	0.3	0.2	0.61	0.04	0.04	0.12	0.03	0.08	0.04	0.04	0.04	0.11	0.07	0.05	0.04
cg05045781	0.08	0.06	0.06	0.19	0.07	0.29	0.18	0.21	0.39	0.1	0.38	0.07	0.1	0.07	0.07	0.17	0.13	0.08	0.05	0.06	0.08	0.12	0.09	0.09	0.08	0.08	0.09	0.11	0.18	0.1	0.06	0.14	0.08	0.3	0.08	0.1	0.09	0.07	0.05	0.14	0.15	0.09	0.1	0.13	0.05	0.12	0.24	0.07	0.07	0.06	0.07	0.15	0.09	0.09	0.08	0.83	0.09	0.15	0.27	0.08	0.06	0.07	0.29	0.08	0.58	0.06	0.61	0.06	0.09	0.16	0.05	0.16	0.19	0.1	0.08	0.15	0.05	0.31	0.41
cg13514129	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.02	0.03	0.03	0.04	0.02	0.02	0.01	0.03	0.02	0.02	0.02	0.07	0.02	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.03	0.02	0.02	0.01	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.02	0.01
cg22827640	0.03	0.06	0.03	0.03	0.05	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.04	0.03	0.04	0.04	0.04	0.03	0.05	0.04	0.04	0.03	0.04	0.04	0.05	0.04	0.04	0.04	0.05	0.04	0.04	0.05	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.04	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.04	0.04	0.03	0.03	0.03	0.05	0.06	0.04	0.04	0.03	0.04	0.03	0.05	0.03	0.03	0.04	0.04	0.05	0.04	0.05	0.03	0.04
